31.257556,2.024952
31.483467,2.498290
31.440261,2.663003
31.419964,2.760786
31.372760,2.853673
31.397276,2.943536
31.402288,2.972821
31.465019,3.038070
31.511250,3.130296
31.586892,3.284156
31.701465,3.492810
31.972723,3.673672
31.936471,3.725370
31.917899,3.751966
31.674478,3.991892
31.563886,4.173441
31.504734,4.331658
31.507455,4.538004
31.581395,4.672313
31.602391,4.819671
31.680052,4.992707
31.732725,5.104461
31.758878,5.190653
31.765643,5.326310
31.771263,5.420828
31.800387,5.516077
31.810994,5.585512
31.779651,5.731332
31.763452,5.788279
31.740378,5.822427
31.720779,5.873488
31.711501,5.904493
31.688444,5.928920
31.655913,5.972593
31.581700,6.106156
31.559706,6.155832
31.545968,6.208479
31.523757,6.248550
31.499872,6.285141
31.485732,6.327516
31.464074,6.351082
31.430849,6.392972
31.420845,6.436590
31.426359,6.473093
31.441154,6.486558
31.428889,6.520578
31.434823,6.550597
31.405135,6.566819
31.380190,6.586652
31.357649,6.610644
31.325236,6.643067
31.319471,6.678704
31.324269,6.702068
31.309753,6.738515
31.294645,6.769401
31.290400,6.792764
31.255232,6.828490
31.213370,6.859107
31.174671,6.852739
31.141107,6.898018
31.110008,6.909979
31.109513,6.931539
31.094379,6.952553
31.061373,6.950475
31.024484,6.956966
30.979755,6.986685
30.917424,6.991829
30.883981,7.021120
30.849305,7.036381
30.822032,7.093943
30.807692,7.112785
30.795752,7.136984
30.768522,7.131287
30.726324,7.192466
30.702694,7.271878
30.674948,7.314139
30.691968,7.329620
30.691216,7.350332
30.664509,7.379118
30.618998,7.414732
30.600358,7.441997
30.559203,7.492083
30.578580,7.511324
30.570961,7.564452
30.538941,7.619865
30.520889,7.661834
30.521273,7.701380
30.529725,7.730285
30.540132,7.783571
30.535847,7.810660
30.523748,7.841228
30.511429,7.896183
30.493634,7.939603
30.450822,7.980625
30.453961,7.998188
30.412258,8.048584
30.401870,8.075549
30.376999,8.107863
30.359429,8.123559
30.346480,8.109187
30.325013,8.151894
30.316955,8.169227
30.327345,8.214481
30.323262,8.239015
30.346133,8.280483
30.354676,8.304373
30.340039,8.352073
30.336750,8.376436
30.360046,8.406614
30.379045,8.430117
30.380437,8.452223
30.354568,8.458941
30.342556,8.488690
30.313406,8.520280
30.282272,8.546240
30.317890,8.609297
30.278822,8.654882
30.265403,8.742132
30.239633,8.778362
30.231960,8.843542
30.223935,8.914162
30.227636,8.979830
30.254366,9.008260
30.296626,9.032352
30.326018,9.074658
30.369400,9.142380
30.391114,9.195635
30.374151,9.235719
30.362927,9.289033
30.338087,9.333593
30.379185,9.387429
30.421961,9.447726
30.469221,9.478093
30.500049,9.514852
30.565687,9.502495
30.670871,9.497252
30.749406,9.470299
30.817003,9.460113
30.920361,9.477712
30.994546,9.476772
31.114997,9.434261
31.275232,9.389019
31.437626,9.335360
31.549378,9.375249
31.619809,9.455622
31.651191,9.522428
31.757655,9.661290
31.965882,9.754955
32.083226,9.864472
32.192450,9.994682
32.278287,10.100968
32.256748,10.397041
32.130381,10.544151
32.288681,10.703216
32.489444,10.871386
32.599159,10.976767
32.655924,11.221475
32.695311,11.494085
32.763951,11.813735
32.756312,12.067875
32.747366,12.117575
32.738210,12.143597
32.743959,12.185942
32.743393,12.206835
32.731711,12.236429
32.751657,12.292921
32.767801,12.344770
32.774832,12.350646
32.795754,12.401931
32.798373,12.423815
32.813687,12.470167
32.813693,12.487907
32.820828,12.503030
32.822304,12.529468
32.811644,12.556356
32.803909,12.574560
32.792818,12.593065
32.787896,12.633289
32.756116,12.738700
32.769275,12.821772
32.760308,12.872509
32.807614,12.948985
32.825300,12.993267
32.256992,14.128014
32.233606,14.775490
32.447688,15.462572
32.534137,15.827350
32.555985,15.979540
32.606200,16.252844
32.691420,16.298705
32.735230,16.401065
32.876603,16.507621
33.003062,16.545000
33.261007,16.660322
33.422618,16.697153
33.613871,16.812488
33.682769,17.124852
33.836987,17.385793
33.910032,18.287541
33.608946,18.738363
33.229080,19.528776
32.905717,19.465126
32.074152,18.844713
31.485268,18.061586
30.769189,18.152132
30.662441,18.516789
30.488566,19.199225
30.304901,19.940748
30.535651,19.937983
30.578123,20.296739
30.385922,20.346564
30.335960,20.807481
30.530797,20.830870
30.656743,21.179723
30.956847,21.484617
32.895308,24.115619
32.917034,24.458874
32.868381,24.879522
32.566098,25.274257
32.612513,25.657618
32.757812,26.108294
32.114840,26.206594
31.764916,26.567864
31.083130,27.276175
30.895969,27.682936
30.784139,28.384844
30.932028,28.885757
31.131317,29.080701
31.217286,29.267223
31.250680,29.491004
31.268597,29.625115
31.268255,29.944050
31.239317,30.106250
31.064125,30.219892
30.970832,30.228635
30.914152,30.334980
30.836827,30.407924
30.829825,30.500183
30.810867,30.591736
30.763143,30.715815
30.779892,30.874593
30.700043,31.084952
30.497006,31.237802
30.517079,31.329670
30.391260,31.441391
30.365029,31.468443
