79.518366,32.652524
79.486779,32.677643
79.465922,32.706525
79.422016,32.747981
79.391694,32.791279
79.339489,32.854328
79.304173,32.909632
79.242088,32.968185
79.171479,32.997094
79.112015,33.049285
79.044049,33.125824
78.969592,33.186994
78.901485,33.214255
78.814908,33.161852
78.735266,33.136717
78.673690,33.174028
78.622079,33.201333
78.563238,33.228806
78.522901,33.251591
78.506327,33.261346
78.488651,33.265732
78.397208,33.302929
78.360205,33.358871
78.298478,33.362361
78.254998,33.395693
78.228009,33.414199
78.155977,33.460689
78.128997,33.481717
78.153066,33.546320
78.074657,33.594312
78.051063,33.642027
77.959763,33.723704
77.878232,33.761151
77.805114,33.836741
77.749390,33.885672
77.726616,33.944018
77.697245,33.997031
77.655106,34.049070
77.593274,34.101319
77.535109,34.112699
77.482075,34.137177
77.422842,34.121735
77.376520,34.153841
77.331360,34.166894
77.293327,34.206773
77.213857,34.216209
77.156542,34.242963
77.036428,34.270030
77.032862,34.290692
76.978331,34.301374
76.917797,34.306857
76.891274,34.321772
76.841925,34.328579
76.757635,34.388364
76.692556,34.429535
76.642445,34.488126
76.623992,34.508487
76.570855,34.561617
76.524010,34.595136
76.447146,34.635072
76.375661,34.634443
76.320998,34.658971
76.307521,34.675548
76.273429,34.693951
76.220999,34.745266
76.194286,34.818923
76.191086,34.869962
76.214560,34.919177
76.152808,34.980491
76.071942,35.039504
75.963851,35.135419
75.890692,35.228581
75.795087,35.324244
75.573188,35.341752
75.455307,35.456466
75.346278,35.508855
75.208688,35.596175
75.144776,35.602997
75.074567,35.594290
75.060985,35.631855
74.935523,35.645094
74.915334,35.692124
74.820625,35.719438
74.741144,35.718386
74.731272,35.788121
74.735692,35.851151
74.623427,35.785382
74.634687,35.714420
74.615022,35.644796
74.642001,35.568001
74.607839,35.492534
74.495720,35.484668
74.417311,35.414512
74.297520,35.417163
74.102150,35.434353
73.971484,35.480441
73.727738,35.531703
73.524551,35.543415
73.384254,35.511977
73.264167,35.483706
73.198086,35.429509
73.196832,35.296442
73.206471,35.242876
73.096254,35.151024
73.038928,35.115241
72.992582,35.087303
72.909759,35.038677
72.885838,35.014335
72.906829,34.976715
72.882369,34.929519
72.863195,34.893252
73.000912,34.840712
72.881137,34.763830
72.796045,34.682384
72.797769,34.498831
72.672492,34.058758
72.236626,33.900529
72.234385,33.763069
72.038865,33.753274
71.975870,33.584725
71.930295,33.493027
71.836229,33.410241
71.714214,33.337909
71.717321,33.020322
71.438330,32.875896
71.373339,32.343235
70.934225,31.838194
70.812657,31.043885
70.691062,29.113940
70.114315,28.680910
69.502884,28.281363
69.172658,28.072202
68.745132,27.695054
68.311524,27.511437
68.011955,26.959573
67.849566,26.597516
67.922852,26.305037
68.186691,26.021302
68.312253,25.491232
68.297919,25.185795
68.231051,24.950367
68.061926,24.769255
67.955405,24.635125
67.848447,24.362703
67.734224,24.170197
67.651074,24.116435
67.529107,24.069142
67.426328,23.987140
